Date,AAPL,BP,GE,IBM,KO
2018-12-24,36.70750045776367,36.650001525878906,41.554073333740234,102.83938598632812,45.959999084472656
2018-12-26,39.29249954223633,38.060001373291016,44.37638854980469,106.49139404296875,46.939998626708984
2018-12-27,39.037498474121094,37.72999954223633,43.655799865722656,108.77629089355469,47.529998779296875
2018-12-28,39.057498931884766,38.130001068115234,45.096981048583984,108.05927276611328,47.20000076293945
2018-12-31,39.435001373291016,37.91999816894531,45.457275390625,108.67112731933594,47.349998474121094
2019-01-02,39.47999954223633,38.59000015258789,48.339637756347656,110.14340209960938,46.93000030517578
2019-01-03,35.54750061035156,38.810001373291016,48.399688720703125,107.94454956054688,46.63999938964844
2019-01-04,37.064998626708984,40.029998779296875,49.42052459716797,112.16061401367188,47.56999969482422
2019-01-07,36.98249816894531,40.15999984741211,52.483036041259766,112.95410919189453,46.95000076293945
2019-01-08,37.6875,40.029998779296875,51.40214920043945,114.56022644042969,47.47999954223633
2019-01-09,38.32749938964844,40.36000061035156,51.04185485839844,115.38240814208984,46.56999969482422
2019-01-10,38.45000076293945,40.70000076293945,53.68402099609375,116.43403625488281,47.06999969482422
2019-01-11,38.0724983215332,40.2400016784668,53.68402099609375,116.11854553222656,47.34000015258789
2019-01-14,37.5,40.41999816894531,53.443824768066406,115.0956039428711,47.150001525878906
2019-01-15,38.26750183105469,40.2400016784668,52.42298889160156,116.37667083740234,47.56999969482422
2019-01-16,38.73500061035156,40.119998931884766,53.924217224121094,116.2715072631836,46.91999816894531
2019-01-17,38.96500015258789,40.130001068115234,54.885005950927734,116.81644439697266,47.060001373291016
2019-01-18,39.20500183105469,40.7599983215332,54.40461349487305,118.37476348876953,47.61000061035156
2019-01-22,38.32500076293945,40.08000183105469,52.00264358520508,117.13192749023438,47.720001220703125
2019-01-23,38.47999954223633,40.119998931884766,52.42298889160156,127.04589080810547,48.27000045776367
2019-01-24,38.17499923706055,40.11000061035156,52.72323226928711,126.70172119140625,47.689998626708984
2019-01-25,39.439998626708984,40.11000061035156,55.005104064941406,128.07839965820312,47.369998931884766
2019-01-28,39.07500076293945,39.56999969482422,53.62397384643555,128.36520385742188,47.16999816894531
2019-01-29,38.66999816894531,40.20000076293945,53.443824768066406,128.4225616455078,47.400001525878906
2019-01-30,41.3125,40.66999816894531,54.64480972290039,128.47036743164062,47.86000061035156
2019-01-31,41.61000061035156,41.119998931884766,61.01002883911133,128.50860595703125,48.130001068115234
2019-02-01,41.630001068115234,41.34000015258789,61.1901741027832,128.2026824951172,48.70000076293945
2019-02-04,42.8125,41.38999938964844,61.310272216796875,129.24473571777344,49.25
2019-02-05,43.54499816894531,42.81999969482422,63.83234405517578,129.5889129638672,49.2599983215332
2019-02-06,43.560001373291016,43.040000915527344,62.87155532836914,130.32504272460938,49.2599983215332
2019-02-07,42.73500061035156,42.70000076293945,60.4095344543457,127.33269500732422,49.41999816894531
2019-02-08,42.602500915527344,42.4900016784668,58.90830612182617,127.82982635498047,49.5
2019-02-11,42.35749816894531,42.209999084472656,60.22938919067383,128.09751892089844,49.61000061035156
2019-02-12,42.72249984741211,42.41999816894531,59.929141998291016,130.06692504882812,49.65999984741211
2019-02-13,42.54499816894531,42.63999938964844,62.271060943603516,131.47227478027344,49.790000915527344
2019-02-14,42.70000076293945,41.869998931884766,60.28943634033203,130.47801208496094,45.59000015258789
2019-02-15,42.60499954223633,42.290000915527344,60.589683532714844,131.95985412597656,45.2400016784668
2019-02-19,42.73249816894531,42.380001068115234,60.82987976074219,132.6003875732422,44.83000183105469
2019-02-20,43.00749969482422,42.47999954223633,60.64973449707031,131.93116760253906,45.099998474121094
2019-02-21,42.76499938964844,42.290000915527344,60.22938919067383,131.7781982421875,45.86000061035156
2019-02-22,43.24250030517578,42.459999084472656,61.07007598876953,133.12619018554688,45.279998779296875
